MA3A0122S_0075	72305	72913	+	CDS	CDS	recombination protein RecR	recR	
MA3A0122S_0076	73424	72924	-	CDS	CDS	hypothetical protein		
MA3A0122S_0077	73606	73421	-	CDS	CDS	hypothetical protein		
MA3A0122S_0078	73903	73643	-	CDS	CDS	hypothetical protein		
MA3A0122S_0079	73940	74248	+	CDS	CDS	hypothetical protein		
MA3A0122S_0080	75191	74481	-	CDS	CDS	adenosylcobyric acid synthase		6.3.5.10
MA3A0122S_0081	76357	75188	-	CDS	CDS	murein peptide ligase		6.3.2.-
MA3A0122S_0082	77116	76532	-	CDS	CDS	hypothetical protein		
MA3A0122S_0083	77355	77801	+	CDS	CDS	transcriptional regulator, MarR family		
MA3A0122S_0084	77850	78908	+	CDS	CDS	putative aminoglycoside phosphotransferase		
MA3A0122S_0085	78905	80086	+	CDS	CDS	acyl-CoA dehydrogenase	acd1	1.3.99.3
MA3A0122S_0086	80164	81105	+	CDS	CDS	DNA-directed DNA polymerase III epsilon subunit		2.7.7.7
MA3A0122S_0087	81119	82270	+	CDS	CDS	S12 family peptidase		3.4.-.-
MA3A0122S_0088	82519	82271	-	CDS	CDS	ribosomal protein S18		
MA3A0122S_0089	82824	82519	-	CDS	CDS	30S ribosomal protein S14	rpsN	
MA3A0122S_0090	82990	82826	-	CDS	CDS	ribosomal protein L33		
MA3A0122S_0091	83238	82990	-	CDS	CDS	ribosomal protein L28		
MA3A0122S_0092	83359	84546	+	CDS	CDS	putative cobalamin synthesis protein		
MA3A0122S_0093	84546	84788	+	CDS	CDS	ribosomal protein L31		
MA3A0122S_0094	86572	84860	-	CDS	CDS	2-isopropylmalate synthase	leuA	2.3.3.13
MA3A0122S_0095	86872	87909	+	CDS	CDS	hypothetical protein		
MA3A0122S_0096	88017	88931	+	CDS	CDS	hypothetical protein		
MA3A0122S_0097	88945	89550	+	CDS	CDS	transcriptional regulator, TetR family		
MA3A0122S_0098	89616	89921	+	CDS	CDS	flavin containing amine oxidoreductase family protein		
MA3A0122S_0099	90533	89931	-	CDS	CDS	nitroreductase family protein	tdsD	
MA3A0122S_0100	90619	91884	+	CDS	CDS	aspartate kinase, monofunctional class		2.7.2.4
MA3A0122S_0101	91911	92948	+	CDS	CDS	aspartate-semialdehyde dehydrogenase	asd	1.2.1.11
MA3A0122S_0102	93011	93523	+	CDS	CDS	hypothetical protein		
MA3A0122S_0103	93735	94748	+	CDS	CDS	hypothetical protein		
MA3A0122S_0104	94914	96128	+	CDS	CDS	ATP-dependent metalloprotease FtsH	ftsH2	3.4.24.-
MA3A0122S_0105	96125	97180	+	CDS	CDS	tetratricopeptide repeat family protein		
MA3A0122S_0106	98010	97177	-	CDS	CDS	putative hydrolase		
MA3A0122S_0107	98067	98417	+	CDS	CDS	putative transmembrane protein		
MA3A0122S_0108	98698	99531	+	CDS	CDS	catalase		1.11.1.6
MA3A0122S_0109	99607	100161	+	CDS	CDS	catalase family protein		
MA3A0122S_0110	100225	100863	+	CDS	CDS	hypothetical protein		
MA3A0122S_0111	100881	101513	+	CDS	CDS	hypothetical protein		
MA3A0122S_0112	101523	101894	+	CDS	CDS	hypothetical protein		
MA3A0122S_0113	103002	101869	-	CDS	CDS	hypothetical protein		
MA3A0122S_0114	102997	103119	+	CDS	CDS	hypothetical protein		
MA3A0122S_0115	103151	104476	+	CDS	CDS	AMT family ammonium/ammonia transporter	amt3	
MA3A0122S_0116	105074	104460	-	CDS	CDS	hypothetical protein		
MA3A0122S_0117	105738	105169	-	CDS	CDS	hypothetical protein		
MA3A0122S_0118	105911	106549	+	CDS	CDS	hypothetical protein		
MA3A0122S_0119	106599	107525	+	CDS	CDS	fructokinase	frk	2.7.1.4
MA3A0122S_0120	107586	108248	+	CDS	CDS	hypothetical protein		
MA3A0122S_0121	108258	108893	+	CDS	CDS	hypothetical protein		
MA3A0122S_0122	109768	108890	-	CDS	CDS	N-acetylglucosamine-6-phosphate deacetylase	nagA	3.5.1.25
MA3A0122S_0123	110783	109770	-	CDS	CDS	glucosamine-fructose-6-phosphate aminotransferase		3.5.99.6
MA3A0122S_0124	111700	110798	-	CDS	CDS	putative N-acetylglucosamine kinase		
MA3A0122S_0125	113091	111697	-	CDS	CDS	sugar-transport integral membrane protein SugI	sugI	
MA3A0122S_0126	113134	114021	+	CDS	CDS	luciferase-like monooxygenase		
MA3A0122S_0127	114430	113990	-	CDS	CDS	hypothetical protein		
MA3A0122S_0128	114490	115269	+	CDS	CDS	3-hydroxyacyl-CoA dehydrogenase FadB2x	fadB2x2	1.1.1.35
MA3A0122S_0129	115305	116555	+	CDS	CDS	glutamate--cysteine ligase gsha	gshA	6.3.2.2
MA3A0122S_0130	116552	117835	+	CDS	CDS	hypothetical protein		
MA3A0122S_0131	118120	117845	-	CDS	CDS	hypothetical protein		
MA3A0122S_0132	118113	118517	+	CDS	CDS	hypothetical protein		
MA3A0122S_0133	118532	119482	+	CDS	CDS	putative methyltransferase		
MA3A0122S_0134	119479	120561	+	CDS	CDS	selenocysteine lyase, CsdB	csdB	
MA3A0122S_0135	122089	120614	-	CDS	CDS	hypothetical protein		
MA3A0122S_0136	122283	122582	+	CDS	CDS	hypothetical protein		
MA3A0122S_0137	122579	123739	+	CDS	CDS	hypothetical protein		
MA3A0122S_0138	123772	124389	+	CDS	CDS	transcriptional regulator, TetR family		
MA3A0122S_0139	124612	125814	+	CDS	CDS	putative lipid-transfer protein		
MA3A0122S_0140	125831	126682	+	CDS	CDS	hypothetical protein		
MA3A0122S_0141	126726	127604	+	CDS	CDS	3-oxoacyl-[acyl-carrier-protein] reductase		1.1.1.100
MA3A0122S_0142	127703	128506	+	CDS	CDS	glycerol uptake facilitator protein		
MA3A0122S_0143	128550	130013	+	CDS	CDS	glycerol kinase	glpK	2.7.1.30
MA3A0122S_0144	130623	130090	-	CDS	CDS	padR, Transcriptional regulator PadR-like family	padR	
MA3A0122S_0145	130663	130944	+	CDS	CDS	hypothetical protein		
MA3A0122S_0146	130964	131338	+	CDS	CDS	hypothetical protein		
MA3A0122S_0147	131343	132581	+	CDS	CDS	hypothetical protein		
MA3A0122S_0148	133200	133337	+	CDS	CDS	hypothetical protein		
MA3A0122S_0149	133348	134340	+	CDS	CDS	hypothetical protein		
MA3A0122S_0150	135693	134344	-	CDS	CDS	putative CONSERVED MEMBRANE PROTEIN		
MA3A0122S_0151	136667	135693	-	CDS	CDS	magnesium chelatase, putative		
MA3A0122S_0152	137818	136664	-	CDS	CDS	hypothetical protein		
MA3A0122S_0153	138444	137800	-	CDS	CDS	hypothetical protein		
MA3A0122S_0154	139487	138444	-	CDS	CDS	putative conserved transmembrane protein		
MA3A0122S_0155	139751	140449	+	CDS	CDS	putative BENZOQUINONE METHYLTRANSFERASE		
MA3A0122S_0156	141774	140446	-	CDS	CDS	hypothetical protein		
MA3A0122S_0157	142691	141867	-	CDS	CDS	hypothetical protein		
MA3A0122S_0158	143338	142730	-	CDS	CDS	hypothetical protein		
MA3A0122S_0159	143688	143855	+	CDS	CDS	hypothetical protein		
MA3A0122S_0160	146069	144411	-	CDS	CDS	exodeoxyribonuclease V, alpha subunit	recD	3.1.11.5
MA3A0122S_0161	149311	146066	-	CDS	CDS	exodeoxyribonuclease V, beta subunit		3.1.11.5
MA3A0122S_0162	152541	149308	-	CDS	CDS	exodeoxyribonuclease V, gamma subunit	recC	3.1.11.5
MA3A0122S_0163	152738	153973	+	CDS	CDS	putative MEMBRANE ACYLTRANSFERASE		
MA3A0122S_0164	154033	154737	+	CDS	CDS	hypothetical protein		
MA3A0122S_0165	154780	155274	+	CDS	CDS	hypothetical protein		
MA3A0122S_0166	155993	155277	-	CDS	CDS	putative acetyltransferase		
MA3A0122S_0167	156728	156141	-	CDS	CDS	hypothetical protein		
MA3A0122S_0168	156941	156798	-	CDS	CDS	putative membrane protein		
MA3A0122S_0170	158374	157304	-	CDS	CDS	exopolyphosphatase	ppx9	3.6.1.11
MA3A0122S_0171	159338	158376	-	CDS	CDS	ser/Thr protein phosphatase		3.1.3.16
MA3A0122S_0172	161802	159445	-	CDS	CDS	penicillin-binding protein 1	ponA2	3.4.-.-
MA3A0122S_0173	162236	162457	+	CDS	CDS	putative TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB4		
MA3A0122S_0174	163644	162544	-	CDS	CDS	anion-transporting ATPase	agmR	3.6.3.-
MA3A0122S_0175	164609	163662	-	CDS	CDS	putative ATPase		
MA3A0122S_0176	164764	164925	+	CDS	CDS	hypothetical protein		
MA3A0122S_0177	164922	165395	+	CDS	CDS	hypothetical protein		
MA3A0122S_0178	165395	166180	+	CDS	CDS	metallo-beta-lactamase superfamily protein		3.-.-.-
MA3A0122S_0179	166187	167032	+	CDS	CDS	eamA-like transporter family protein		
MA3A0122S_0180	167720	167046	-	CDS	CDS	CRP/FNR family transcriptional regulator		
MA3A0122S_0181	168217	167816	-	CDS	CDS	hypothetical protein		
MA3A0122S_0182	168462	169142	+	CDS	CDS	endonuclease III	nth	4.2.99.18
MA3A0122S_0183	169144	169797	+	CDS	CDS	putative MEMBRANE-ANCHORED THIOREDOXIN-LIKE PROTEIN		
MA3A0122S_0184	169801	170565	+	CDS	CDS	NTP pyrophosphohydrolase		3.6.1.-
MA3A0122S_0185	170562	171827	+	CDS	CDS	serine protease		3.4.21.-
MA3A0122S_0186	172763	171801	-	CDS	CDS	putative EPOXIDE HYDROLASE EPHE		
MA3A0122S_0187	173317	172796	-	CDS	CDS	putative CONSERVED TRANSMEMBRANE PROTEIN		
MA3A0122S_0188	173567	174262	+	CDS	CDS	secreted protein		3.4.-.-
MA3A0122S_0189	176340	174364	-	CDS	CDS	acetate--CoA ligase	acsA	6.2.1.1
MA3A0122S_0190	176524	178143	+	CDS	CDS	4-phytase		3.1.3.26
MA3A0122S_0191	178140	179111	+	CDS	CDS	dipeptide-transport integral membrane protein ABC transporter DppB	dppB	
MA3A0122S_0192	179134	180018	+	CDS	CDS	transport system protein	oppC4	
MA3A0122S_0193	180043	181668	+	CDS	CDS	nickel import ATP-binding protein NikE		3.6.3.24
MA3A0122S_0194	181732	182436	+	CDS	CDS	hypothetical protein		
MA3A0122S_0195	183733	182852	-	CDS	CDS	phosphoserine phosphatase SerB		
MA3A0122S_0196	184117	185190	+	CDS	CDS	helicase/secretion neighborhood CpaE-like protein		
MA3A0122S_0197	185187	186263	+	CDS	CDS	conjugative transfer protein TrbB	trbB	
MA3A0122S_0198	186346	186474	+	CDS	CDS	hypothetical protein		
MA3A0122S_0199	186488	186616	+	CDS	CDS	hypothetical protein		
MA3A0122S_0200	188055	186613	-	CDS	CDS	hypothetical protein		
MA3A0122S_0201	188450	188193	-	CDS	CDS	putative transcriptional regulator		
MA3A0122S_0202	188513	189199	+	CDS	CDS	hypothetical protein		
MA3A0122S_0203	189594	189340	-	CDS	CDS	hypothetical protein		
MA3A0122S_0204	190535	189756	-	CDS	CDS	hypothetical protein		
MA3A0122S_0205	190693	190887	+	CDS	CDS	hypothetical protein		
MA3A0122S_0206	191309	191088	-	CDS	CDS	hypothetical protein		
MA3A0122S_0207	191512	192231	+	CDS	CDS	hypothetical protein		
MA3A0122S_0208	192299	193525	+	CDS	CDS	DNA-binding protein, putative		
MA3A0122S_0209	193548	194753	+	CDS	CDS	putative transposase/integrase		
MA3A0122S_0210	194821	196971	+	CDS	CDS	putative transposase/integrase		
MA3A0122S_0211	196968	197435	+	CDS	CDS	hypothetical protein		
MA3A0122S_0212	197670	198818	+	CDS	CDS	hypothetical protein		
MA3A0122S_0213	199578	198805	-	CDS	CDS	hypothetical protein		
MA3A0122S_0214	199801	199571	-	CDS	CDS	hypothetical protein		
MA3A0122S_0215	201111	200272	-	CDS	CDS	transposase		
MA3A0122S_0216	201533	201189	-	CDS	CDS	transposase		
MA3A0122S_0217	202528	201863	-	CDS	CDS	hypothetical protein		
MA3A0122S_0218	202612	202812	+	CDS	CDS	hypothetical protein		
MA3A0122S_0219	203179	202976	-	CDS	CDS	hypothetical protein		
MA3A0122S_0220	203210	205150	+	CDS	CDS	copper-translocating P-type ATPase		3.6.3.4
MA3A0122S_0221	206574	205309	-	CDS	CDS	putative ABC transport system membrane protein		
MA3A0122S_0222	207638	206613	-	CDS	CDS	cysteine synthase A cysK2		2.5.1.47
MA3A0122S_0223	208223	207825	-	CDS	CDS	hypothetical protein		
MA3A0122S_0224	208899	208345	-	CDS	CDS	hypothetical protein		
MA3A0122S_0225	209152	208946	-	CDS	CDS	putative copper chaperone CopZ		
MA3A0122S_0226	209334	209813	+	CDS	CDS	hypothetical protein		
MA3A0122S_0227	209882	210193	+	CDS	CDS	hypothetical protein		
MA3A0122S_0228	210486	210758	+	CDS	CDS	hypothetical protein		
MA3A0122S_0229	210794	211525	+	CDS	CDS	hypothetical protein		
MA3A0122S_0230	212414	211557	-	CDS	CDS	polysaccharide deacetylase, putative		3.-.-.-
MA3A0122S_0231	212869	213024	+	CDS	CDS	hypothetical protein		
MA3A0122S_0232	213133	213468	+	CDS	CDS	hypothetical protein		
MA3A0122S_0233	214195	213554	-	CDS	CDS	hypothetical protein		
MA3A0122S_0234	215639	214287	-	CDS	CDS	multicopper oxidase		1.10.3.-
MA3A0122S_0235	232	666	+	CDS	CDS	hypothetical protein		
MA3A0122S_0236	786	1127	+	CDS	CDS	hypothetical protein		
MA3A0122S_0237	1121	1525	+	CDS	CDS	hypothetical protein		
MA3A0122S_0238	1633	2034	+	CDS	CDS	hypothetical protein		
MA3A0122S_0239	2203	2790	+	CDS	CDS	putative transmembrane carbonic anhydrase		
MA3A0122S_0240	2958	2845	-	CDS	CDS	hypothetical protein		
MA3A0122S_0241	4409	3540	-	CDS	CDS	alpha/beta hydrolase, putative		3.-.-.-
MA3A0122S_0242	4907	5023	+	CDS	CDS	hypothetical protein		
MA3A0122S_0243	5038	5796	+	CDS	CDS	putative CONSERVED TRANSMEMBRANE PROTEIN		
MA3A0122S_0244	5793	6377	+	CDS	CDS	type II secretion system protein		
MA3A0122S_0245	6432	6623	+	CDS	CDS	hypothetical protein		
MA3A0122S_0246	6677	6949	+	CDS	CDS	hypothetical protein		
MA3A0122S_0247	6975	7292	+	CDS	CDS	hypothetical protein		
MA3A0122S_0248	7874	7320	-	CDS	CDS	transcriptional regulator, TetR family		
MA3A0122S_0249	8200	8604	+	CDS	CDS	putative membrane protein mmpS4		
MA3A0122S_0250	8601	11531	+	CDS	CDS	putative membrane protein mmpL1		
MA3A0122S_0251	11650	12090	+	CDS	CDS	putative regulatory protein, MarR		
MA3A0122S_0252	12158	13252	+	CDS	CDS	hypothetical protein		
MA3A0122S_0253	13633	13265	-	CDS	CDS	hypothetical protein		
MA3A0122S_0254	14550	13630	-	CDS	CDS	hypothetical protein		
MA3A0122S_0255	15116	14592	-	CDS	CDS	transcriptional regulator, TetR family		
MA3A0122S_0256	15377	16336	+	CDS	CDS	putative hydrolase/esterase/lipase		
MA3A0122S_0257	16428	17531	+	CDS	CDS	xenobiotic reductase A	xenA	1.-.-.-
MA3A0122S_0258	19861	17528	-	CDS	CDS	putative helicase		
MA3A0122S_0259	20194	20382	+	CDS	CDS	putative cold shock protein A		
MA3A0122S_0260	20539	21126	+	CDS	CDS	hypothetical protein		
MA3A0122S_0261	21313	24105	+	CDS	CDS	DNA topoisomerase I		5.99.1.2
MA3A0122S_0262	25565	24102	-	CDS	CDS	adenylate cyclase		4.6.1.1
MA3A0122S_0263	25755	26960	+	CDS	CDS	putative DNA POLYMERASE		
MA3A0122S_0266	27490	27693	+	CDS	CDS	hypothetical protein		
MA3A0122S_0267	28025	28321	+	CDS	CDS	hypothetical protein		
MA3A0122S_0268	28318	28626	+	CDS	CDS	hypothetical protein		
MA3A0122S_0269	28626	29177	+	CDS	CDS	hypothetical protein		
MA3A0122S_0270	29174	29374	+	CDS	CDS	hypothetical protein		
MA3A0122S_0271	29390	29785	+	CDS	CDS	hypothetical protein		
MA3A0122S_0272	29782	30930	+	CDS	CDS	DNA polymerase III (Beta chain) DnaN	dnaN_1	
MA3A0122S_0273	30936	31184	+	CDS	CDS	hypothetical protein		
MA3A0122S_0274	31213	31422	+	CDS	CDS	hypothetical protein		
MA3A0122S_0275	31419	32129	+	CDS	CDS	hypothetical protein		
MA3A0122S_0276	32126	32548	+	CDS	CDS	hypothetical protein		
MA3A0122S_0277	32600	32827	+	CDS	CDS	hypothetical protein		
MA3A0122S_0278	32828	33682	+	CDS	CDS	hypothetical protein		
MA3A0122S_0279	33921	34796	+	CDS	CDS	hypothetical protein		
MA3A0122S_0280	34793	35017	+	CDS	CDS	hypothetical protein		
MA3A0122S_0281	35298	35702	+	CDS	CDS	hypothetical protein		
MA3A0122S_0282	35840	35971	+	CDS	CDS	hypothetical protein		
MA3A0122S_0283	36135	36545	+	CDS	CDS	hypothetical protein		
MA3A0122S_0284	36714	37028	+	CDS	CDS	hypothetical protein		
MA3A0122S_0285	37033	37302	+	CDS	CDS	hypothetical protein		
MA3A0122S_0286	37528	37956	+	CDS	CDS	hypothetical protein		
MA3A0122S_0287	38007	38351	+	CDS	CDS	hypothetical protein		
MA3A0122S_0288	38323	39777	+	CDS	CDS	hypothetical protein		
MA3A0122S_0289	39774	41246	+	CDS	CDS	portal protein		
MA3A0122S_0290	41227	42099	+	CDS	CDS	hypothetical protein		
MA3A0122S_0291	42247	42738	+	CDS	CDS	hypothetical protein		
MA3A0122S_0292	42758	43666	+	CDS	CDS	phage major capsid protein, HK97 family		
MA3A0122S_0293	43666	44010	+	CDS	CDS	hypothetical protein		
MA3A0122S_0294	43982	44479	+	CDS	CDS	hypothetical protein		
MA3A0122S_0295	44472	44816	+	CDS	CDS	hypothetical protein		
MA3A0122S_0296	44818	45096	+	CDS	CDS	hypothetical protein		
MA3A0122S_0297	45086	45511	+	CDS	CDS	hypothetical protein		
MA3A0122S_0298	45601	46461	+	CDS	CDS	hypothetical protein		
MA3A0122S_0299	46597	47046	+	CDS	CDS	hypothetical protein		
MA3A0122S_0300	47196	47426	+	CDS	CDS	hypothetical protein		
MA3A0122S_0301	47434	50571	+	CDS	CDS	phage-related domain protein		
MA3A0122S_0302	50568	51665	+	CDS	CDS	hypothetical protein		
MA3A0122S_0303	51665	53395	+	CDS	CDS	hypothetical protein		
MA3A0122S_0304	53466	53690	+	CDS	CDS	hypothetical protein		
MA3A0122S_0305	53687	54076	+	CDS	CDS	hypothetical protein		
MA3A0122S_0306	54067	55125	+	CDS	CDS	hypothetical protein		
MA3A0122S_0307	55110	55406	+	CDS	CDS	hypothetical protein		
MA3A0122S_0308	55390	57112	+	CDS	CDS	hypothetical protein		
MA3A0122S_0309	1	1012	+	CDS	CDS	hypothetical protein		
MA3A0122S_0310	1269	1093	-	CDS	CDS	hypothetical protein		
MA3A0122S_0311	1417	1563	+	CDS	CDS	hypothetical protein		
MA3A0122S_0312	1560	2834	+	CDS	CDS	lysA		
MA3A0122S_0313	2924	3736	+	CDS	CDS	hypothetical protein		
MA3A0122S_0314	3804	3992	+	CDS	CDS	hypothetical protein		
MA3A0122S_0315	3989	4261	+	CDS	CDS	hypothetical protein		
MA3A0122S_0316	4811	4323	-	CDS	CDS	ankyrin		
MA3A0122S_0317	6228	4813	-	CDS	CDS	hypothetical protein		
MA3A0122S_0318	6524	6225	-	CDS	CDS	esaT-6 like protein EsxE	esxE	
MA3A0122S_0319	6823	6527	-	CDS	CDS	type VII secretion target protein		
MA3A0122S_0320	7757	6978	-	CDS	CDS	hypothetical protein		
MA3A0122S_0321	8366	8112	-	CDS	CDS	hypothetical protein		
MA3A0122S_0322	8575	8363	-	CDS	CDS	hypothetical protein		
MA3A0122S_0323	8834	9349	+	CDS	CDS	hypothetical protein		
MA3A0122S_0324	9346	9492	+	CDS	CDS	hypothetical protein		
MA3A0122S_0325	9489	10634	+	CDS	CDS	hypothetical protein		
MA3A0122S_0326	10631	11788	+	CDS	CDS	hypothetical protein		
MA3A0122S_0327	13101	12409	-	CDS	CDS	hypothetical protein		
MA3A0122S_0328	13319	14014	+	CDS	CDS	CAAX amino terminal protease family		
MA3A0122S_0329	14445	14011	-	CDS	CDS	hypothetical protein		
MA3A0122S_0330	14528	15088	+	CDS	CDS	tetR-family transcriptional regulator		
MA3A0122S_0331	15648	15085	-	CDS	CDS	hypothetical protein		
MA3A0122S_0332	17291	15645	-	CDS	CDS	putative peptidase S15		
MA3A0122S_0333	19023	17302	-	CDS	CDS	putative CONSERVED TRANSMEMBRANE PROTEIN		
MA3A0122S_0334	19163	20095	+	CDS	CDS	UDP-glucose 4-epimerase		5.1.3.2
MA3A0122S_0335	20449	20051	-	CDS	CDS	putative membrane protein		
MA3A0122S_0336	21144	20446	-	CDS	CDS	glycosyltransferase, group 2 family protein		2.4.-.-
MA3A0122S_0337	21282	21581	+	CDS	CDS	hypothetical protein		
MA3A0122S_0338	21560	22945	+	CDS	CDS	putative diacylglycerol O-acyltransferase		
MA3A0122S_0339	24212	22953	-	CDS	CDS	hypothetical protein		
MA3A0122S_0340	25561	24209	-	CDS	CDS	aminopeptidase N	pepN2	3.4.11.2
MA3A0122S_0341	29586	25558	-	CDS	CDS	non-ribosomal peptide synthetase		5.1.1.11
MA3A0122S_0342	30720	29755	-	CDS	CDS	tellurium resistance TerC family protein	alx	
