	76747_LBU_1691.faa			(S)-2-hydroxy-acid oxidase chain D	(S)-2-hydroxy-acid oxidase chain D
	112419_MPTP_0344.faa			2,5-diketo-D-gluconic acid reductase	2,5-diketo-D-gluconic acid reductase
	167551_P906_01510.faa			2,5-diketo-D-gluconic acid reductase	2,5-diketo-D-gluconic acid reductase
	56025_LC705_01384.faa			2', 3'-cyclic nucleotide 2'-phosphodiesterase	5'-Nucleotidase and apyrase|5'-Nucleotidase
	76531_LBU_1475.faa			2', 3'-cyclic nucleotide 2'-phosphodiesterase	2',3'-cyclic nucleotide
	56024_LC705_01383.faa			2',3'-cyclic-nucleotide 2'-phosphodiesterase	2',3'-cyclic-nucleotide 2'-phosphodiesterase
	113688_MPTP_1671.faa			2',3'-cyclic-nucleotide 2'-phosphodiesterase	2',3'-cyclic-nucleotide 2'-phosphodiesterase
	113689_MPTP_1672.faa			2',3'-cyclic-nucleotide 2'-phosphodiesterase	2',3'-cyclic-nucleotide 2'-phosphodiesterase
	113690_MPTP_1673.faa			2',3'-cyclic-nucleotide 2'-phosphodiesterase	2',3'-cyclic-nucleotide 2'-phosphodiesterase
	80518_HMPREF9243_1926.faa			23S rRNA (uracil-5-)-methyltransferase RumA	23S rRNA (uracil-5-)-methyltransferase RumA
	77900_LAC30SC_05500.faa			23S rRNA (uracil-5-)-methyltransferase RumA2	23S rRNA (uracil-5-)-methyltransferase RumA2
	91110_CAR_c22840.faa			3-dehydroquinate dehydratase	3-dehydroquinate dehydratase
	71151_LDBND_0094.faa			3-dehydroquinate dehydratase, type I	3-dehydroquinate dehydratase, type I
	36959_LACR_2151.faa			3-demethylubiquinone-9 3-methyltransferase	hypothetical protein
	63870_LPST_C2956.faa			3-demethylubiquinone-9 3-methyltransferase	3-demethylubiquinone-9 3-methyltransferase
	24775_LEUM_0316.faa			3-hydroxyacyl-ACP dehydratase	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase
	78505_LAC30SC_08760.faa			3-hydroxyacyl-ACP dehydratase	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
	116653_LBUCD034_0128.faa			3-hydroxyacyl-CoA dehydrogenase NAD-binding protein	3-hydroxyacyl-CoA dehydrogenase NAD-binding protein
	26359_LEUM_1954.faa			3-isopropylmalate dehydrogenase	3-isopropylmalate dehydrogenase
	136306_LBFF_0695.faa			3-isopropylmalate dehydrogenase	3-isopropylmalate dehydrogenase
	3479_L27694.faa			3-oxoacyl-ACP reductase	3-oxoacyl-acyl carrier protein reductase
	36776_LACR_1960.faa			3-oxoacyl-ACP reductase	3-oxoacyl-acyl carrier protein reductase
	90461_CAR_c16340.faa			3-ketoacyl-CoA thiolase	3-ketoacyl-CoA thiolase
	5692_EF_1860.faa			3-methyl-2-oxobutanoate hydroxymethyltransferase	3-methyl-2-oxobutanoate hydroxymethyltransferase
	123843_BN194_22550.faa			3-oxoacyl-[acyl-carrier-protein] reductase 4	3-oxoacyl-[acyl-carrier-protein] reductase 4
	123844_BN194_22560.faa			3-oxoacyl-[acyl-carrier-protein] reductase FabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG
	88963_CAR_c00430.faa			3-oxoacyl-[acyl-carrier-protein] synthase III	3-oxoacyl-[acyl-carrier-protein] synthase III
	167106_LACWKB8_1677.faa			3-oxoacyl-[acyl-carrier-protein] synthase, KASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASII
	176563_LOOC260_119630.faa			3-phosphoglycerate dehydrogenase	3-phosphoglycerate dehydrogenase
	72500_LDBND_1470.faa			3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase
	76373_LBU_1317.faa			3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase
	74014_LBHH_0980.faa			3-polyprenyl-4-hydroxybenzoate decarboxylase, flavoprotein	3-polyprenyl-4-hydroxybenzoate decarboxylase, flavoprotein
	137560_LBFF_1965.faa			3,4-dihydroxy-2-butanone 4-phosphate synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase
	137561_LBFF_1966.faa			3,4-dihydroxy-2-butanone 4-phosphate synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase
	137561_LBFF_1966.faa			GTP cyclohydrolase II	GTP cyclohydrolase II
	135099_LBP_cg2651.faa			3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic-nucleotide phosphodiesterase
	135100_LBP_cg2652.faa			3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic-nucleotide phosphodiesterase
	25911_LEUM_1485.faa			30S ribosomal protein S16	SSU ribosomal protein S16P
	19351_OEOE_0012.faa			30S ribosomal protein S18	SSU ribosomal protein S18P
	26373_LEUM_1968.faa			30S ribosomal protein S18	SSU ribosomal protein S18P
	123293_BN194_17050.faa			30S ribosomal protein S21	30S ribosomal protein S21
	30412_STER_1973.faa			30S ribosomal protein S4	SSU ribosomal protein S4P
	19349_OEOE_0010.faa			30S ribosomal protein S6	SSU ribosomal protein S6P
	2388_L93919.faa			4-alpha-glucanotransferase	4-alpha-glucanotransferase
	2389_L94405.faa			4-alpha-glucanotransferase	4-alpha-glucanotransferase
	35619_LACR_0723.faa			4-alpha-glucanotransferase	4-alpha-glucanotransferase
	114019_TEH_00430.faa			4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
	148933_LOCK919_0413.faa			4-Hydroxy-2-oxoglutarate aldolase	4-Hydroxy-2-oxoglutarate aldolase
	148933_LOCK919_0413.faa			2-dehydro-3-deoxyphosphogluconate aldolase	2-dehydro-3-deoxyphosphogluconate aldolase
	91157_CAR_c23310.faa			4-hydroxybenzoate octaprenyltransferase-like protein	4-hydroxybenzoate octaprenyltransferase-like protein
	91452_lp_0071.faa			4-hydroxyphenylacetate-3-hydroxylase,N-terminus (pseudogene)	4-hydroxyphenylacetate-3-hydroxylase,N-terminus (pseudogene)
	90748_CAR_c19220.faa			4,4'-diaponeurosporene oxidase	4,4'-diaponeurosporene oxidase
	90746_CAR_c19200.faa			4,4'-diaponeurosporenoate glycosyltransferase	4,4'-diaponeurosporenoate glycosyltransferase
	130470_LVISKB_P3-0018.faa			4'-phosphopantetheinyl transferase ffp	4'-phosphopantetheinyl transferase ffp
	75056_LBHH_p0025.faa			41 kDa protein	41 kDa protein
	79794_HMPREF9243_1056.faa			5-formyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolate cyclo-ligase
	116643_LBUCD034_0115.faa			5-methylcytosine restriction system component-like protein	5-methylcytosine restriction system component- like protein
	71782_LDBND_0733.faa			5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	5-methyltetrahydropteroyltriglutamate- homocysteine methyltransferase
	175375_LOOC260_107410.faa			5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase
	175376_LOOC260_107420.faa			5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase
	115018_TEH_10420.faa			5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
	167372_P906_00540.faa			5'-nucleotidase	5'-nucleotidase
	4016_EF_0062.faa			5'-nucleotidase family protein	5'-nucleotidase family protein
	20614_OEOE_1419.faa			50S ribosomal protein L11	LSU ribosomal protein L11P
	13147_LAF_0268.faa			50S ribosomal protein L11	50S ribosomal protein L11
	137237_LBFF_1642.faa			50S ribosomal protein L17	50S ribosomal protein L17
	20485_OEOE_1278.faa			50S ribosomal protein L20	LSU ribosomal protein L20P
	101846_WKK_05110.faa			50S ribosomal protein L20P	50S ribosomal protein L20P
	124016_BN194_24280.faa			50S ribosomal protein L33 2	50S ribosomal protein L33 2
	154825_N134_08060.faa			50S ribosomal protein L6	50S ribosomal protein L6
	129363_LVISKB_1373.faa			6-aminohexanoate-cyclic-dimer hydrolase	6-aminohexanoate-cyclic-dimer hydrolase
	4910_EF_1033.faa			6-aminohexanoate-cyclic-dimer hydrolase, putative	6-aminohexanoate-cyclic-dimer hydrolase, putative
	75851_LBU_0795.faa			6-phospho-alpha-glucosidase	6-phospho-alpha-glucosidase
	25382_LEUM_0942.faa			6-phospho-beta-galactosidase	6-phospho-beta-galactosidase
	69575_R0052_03085.faa			6-phospho-beta-glucosidase	6-phospho-beta-glucosidase
	76116_LBU_1060.faa			6-phospho-beta-glucosidase	6-phospho-beta-glucosidase
	112499_MPTP_0429.faa			6-phospho-beta-glucosidase	6-phospho-beta-glucosidase
	116009_TEH_20330.faa			6-phospho-beta-glucosidase	6-phospho-beta-glucosidase
	166870_LACWKB8_1439.faa			6-phospho-beta-glucosidase	6-phospho-beta-glucosidase
	176964_LOOC260_200960.faa			6-phospho-beta-glucosidase	6-phospho-beta-glucosidase
	6894_EF_3142.faa			6-phosphogluconate dehydrogenase family protein	6-phosphogluconate dehydrogenase family protein
	29441_STER_0870.faa			6-pyruvoyl tetrahydrobiopterin synthase	6-pyruvoyl-tetrahydropterin synthase
	130732_LA14_0170.faa			6-pyruvoyl tetrahydropterin synthase	6-pyruvoyl-tetrahydropterin synthase like protein
	7125_EF_A0061.faa			6'-aminoglycoside N-acetyltransferase	6'-aminoglycoside N-acetyltransferase
	29442_STER_0871.faa			7-carboxy-7-deazaguanine synthase	pyruvate-formate lyase-activating enzyme
	29443_STER_0872.faa			7-cyano-7-deazaguanine reductase	enzyme related to GTP cyclohydrolase I
	29440_STER_0869.faa			7-cyano-7-deazaguanine synthase	predicted PP-loop superfamily ATPase
	107770_LRHK_2574.faa			AAA family ATPase	AAA domain family protein
	165069_LSJ_4038.faa			AAA family ATPase	AAA ATPase with chaperone activity
	99318_WANG_0651.faa			ABC family polysaccharide/polyol phosphate export system, permease protein	ABC family polysaccharide/polyol phosphate export system, permease protein
	99319_WANG_0652.faa			ABC family polysaccharide/polyol phosphate export system, permease protein	ABC family polysaccharide/polyol phosphate export system, permease protein
	99028_WANG_0361.faa			ABC superfamily ATP binding cassette transporter ATP binding and permease protein	ABC superfamily ATP binding cassette transporter ATP binding and permease protein
	98987_WANG_0320.faa			ABC superfamily ATP binding cassette transporter, ABC protein	ABC superfamily ATP binding cassette transporter, ABC protein
	100265_WANG_1598.faa			ABC superfamily ATP binding cassette transporter, ABC protein	ABC superfamily ATP binding cassette transporter, ABC protein
	160282_LBH_1672.faa			ABC superfamily ATP binding cassette transporter, ABC protein	ABC superfamily ATP binding cassette transporter, ABC protein
	63404_LPST_C2485.faa			ABC superfamily ATP binding cassette transporter, binding protein	ABC superfamily ATP binding cassette transporter, binding protein
	87726_LC2W_1974.faa			ABC superfamily ATP binding cassette transporter, binding protein	ABC superfamily ATP binding cassette transporter, binding protein
	98985_WANG_0318.faa			ABC superfamily ATP binding cassette transporter, binding protein	ABC superfamily ATP binding cassette transporter, binding protein
	99268_WANG_0601.faa			ABC superfamily ATP binding cassette transporter, binding protein	ABC superfamily ATP binding cassette transporter, binding protein
	10409_LSL_1383.faa			ABC transporter	ABC transporter
	57062_LC705_02421.faa			ABC transporter	ABC transporter
	96599_Lbuc_0339.faa			ABC transporter	ABC transporter
	181760_HUO_00345.faa			ABC transporter	ABC transporter
	820_SPy_1084.faa			lantibiotic ABC transporter ATP-binding protein	ABC transporter (ATP binding) - lantibiotic associated
	176798_LOOC260_121990.faa			ABC transporter ATP binding and permease components	ABC transporter ATP binding and permease components
	176800_LOOC260_122010.faa			ABC transporter ATP binding and permease components	ABC transporter ATP binding and permease components
	4493_EF_0583.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding protein/permease protein
	4494_EF_0584.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding/permease protein
	46137_JDM1_2319.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding and permease protein
	46138_JDM1_2320.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding and permease protein
	55217_LC705_00576.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding and permease protein
	57706_Ldb0111.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding/permease protein
	60054_FI9785_941.faa			ABC transporter ATP-binding and permease protein	ABC transporter ATPase and permease components
	72720_LDBND_1694.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding/permease protein
	73062_LDBND_2046.faa			ABC transporter ATP-binding and permease protein	ABC transporter ATPase and permease components
	75895_LBU_0839.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding and permease protein
	75896_LBU_0840.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding and permease protein
	75897_LBU_0841.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding/permease protein
	95213_LJP_0721.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATPase and permease component
	127144_zj316_2430.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding and permease protein
	127145_zj316_2431.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding and permease protein
	127472_zj316_2758.faa			ABC transporter ATP-binding and permease protein	ABC transporter, ATP-binding and permease protein
	172172_LBCZ_0275.faa			ABC transporter ATP-binding protein	ABC transporter ATP-binding component
	172510_LBCZ_0613.faa			ABC transporter ATP-binding protein	ABC transporter ATP-binding component
	3896_L68475.faa			ABC transporter ATP-binding protein	ABC transporter ATP binding protein
	21914_LBUL_1026.faa			ABC transporter ATP-binding protein	ABC-type multidrug transport system, ATPase component
	29190_STER_0586.faa			ABC transporter ATP-binding protein	ABC-type multidrug transport system, ATPase component
	32289_LSEI_0091.faa			ABC transporter ATP-binding protein	ABC-type multidrug transport system, ATPase component
	34257_LSEI_2176.faa			ABC transporter ATP-binding protein	ABC-type multidrug transport system, ATPase component
	2564_L94760.faa			ABC transporter ATP-binding protein	ABC transporter ATP binding protein
	8997_LJ_1808.faa			ABC transporter ATP-binding protein	ABC transporter ATPase component
	8998_LJ_1809.faa			ABC transporter ATP-binding protein	ABC transporter permease component
	544_SPy_0745.faa			ABC transporter ATP-binding protein	ABC transporter (ATP-binding protein) - streptolysin S associated ORF
	545_SPy_0746.faa			ABC transporter ATP-binding protein	putative ABC transporter (ATP-binding protein)
	5196_EF_1331.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	5613_EF_1768.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	6946_EF_3200.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	42515_LCAZH_2948.faa			ABC transporter ATP-binding protein	ABC transporter ATP-binding protein
	56620_LC705_01979.faa			ABC transporter ATP-binding protein	ABC transporter, ATPase component
	56830_LC705_02189.faa			ABC transporter ATP-binding protein	ABC transporter, ATPase component
	57651_Ldb0021.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	70672_R0052_09710.faa			ABC transporter ATP-binding protein	ABC transporter ATPase
	70966_R0052_11405.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	75878_LBU_0822.faa			ABC transporter ATP-binding protein	ABC transporter ATPase component
	79017_HMPREF9243_0130.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	79485_HMPREF9243_0694.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	80510_HMPREF9243_1917.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	80602_HMPREF9243_2018.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	81797_LAB52_06125.faa			ABC transporter ATP-binding protein	ABC transporter ATP-binding protein
	82239_LAB52_08425.faa			ABC transporter ATP-binding protein	ABC transporter ATP-binding protein
	89005_CAR_c00850.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	89035_CAR_c01150.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	90662_CAR_c18360.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	103813_LRC_17190.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	112185_MPTP_0095.faa			ABC transporter ATP-binding protein	ABC transporter ATPase component
	112501_MPTP_0431.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	113835_MPTP_1850.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	113836_MPTP_1851.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	113861_MPTP_1876.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	113862_MPTP_1877.faa			ABC transporter ATP-binding protein	ABC transporter ATP-binding protein
	132637_LBP_cg0189.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	132640_LBP_cg0192.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	139874_Lp16_0197.faa			ABC transporter ATP-binding protein	ABC transporter ATP-binding protein
	149180_LOCK919_0668.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	149187_LOCK919_0675.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	156243_T256_05265.faa			ABC transporter ATP-binding protein	ABC transporter ATP-binding protein
	158558_T285_08575.faa			ABC transporter ATP-binding protein	ABC transporter ATPase
	160554_AF91_01005.faa			ABC transporter ATP-binding protein	ABC transporter ATP-binding protein
	167265_LACWKB8_1836.faa			ABC transporter ATP-binding protein	ABC transporter, ATP-binding protein
	109728_PECL_1630.faa			ABC transporter family protein	ABC transporter family protein
	36072_LACR_1206.faa			ABC transporter permease protein	ABC-type antimicrobial peptide transport system, permease component
	2261_L163255.faa			ABC transporter permease protein	ABC transporter permease protein
	3897_L69089.faa			ABC transporter permease protein	ABC transporter permease protein
	14507_LAF_1628.faa			ABC transporter permease protein	ABC transporter permease component
	45328_JDM1_1510.faa			ABC transporter permease protein	ABC transporter, permease protein
	61106_LPST_C0177.faa			ABC transporter permease protein	ABC transporter, permease protein
	71976_LDBND_0930.faa			ABC transporter permease protein	ABC transporter, permease protein
	75585_LBU_0529.faa			ABC transporter permease protein	ABC transporter permease component
	79465_HMPREF9243_0669.faa			ABC transporter permease protein	ABC transporter, permease protein
	79925_HMPREF9243_1219.faa			ABC transporter permease protein	ABC transporter, permease protein
	80600_HMPREF9243_2016.faa			ABC transporter permease protein	ABC transporter, permease protein
	80601_HMPREF9243_2017.faa			ABC transporter permease protein	ABC transporter, permease protein
	82236_LAB52_08410.faa			ABC transporter permease protein	ABC transporter permease
	110052_PECL_1940.faa			ABC transporter permease protein	ABC transporter, permease protein
	110053_PECL_1939.faa			ABC transporter permease protein	ABC transporter, permease protein
	130205_LVISKB_2215.faa			ABC transporter permease protein	ABC Transporter Permease
	130206_LVISKB_2216.faa			ABC transporter permease protein	ABC Transporter Permease protein
	134877_LBP_cg2429.faa			ABC transporter permease protein	ABC transporter permease
	156219_T256_05140.faa			ABC transporter permease protein	ABC transporter permease
	158560_T285_08585.faa			ABC transporter permease protein	ABC transporter permease
	160300_LBH_1690.faa			ABC transporter permease protein	ABC transporter permease protein
	165849_LACWKB8_0358.faa			ABC transporter permease protein	ABC transporter, permease protein
	169918_LBPC_0893.faa			ABC transporter permease protein	ABC transporter permease component
	169919_LBPC_0894.faa			ABC transporter permease protein	ABC transporter permease component
	170482_LBPC_1457.faa			ABC transporter permease protein	ABC transporter permease component
	174341_LBCZ_2444.faa			ABC transporter permease protein	ABC transporter permease component
	176375_LOOC260_117750.faa			ABC transporter permease protein	ABC transporter permease
	113350_MPTP_1315.faa			ABC transporter related protein	ABC transporter related protein
	113915_MPTP_1934.faa			ABC transporter related protein	ABC transporter related
	147136_LOCK908_1582.faa			ABC transporter related protein	ABC transporter related protein
	147138_LOCK908_1584.faa			ABC transporter related protein	ABC transporter related protein
	76620_LBU_1564.faa			ABC transporter substrate-binding protein	ABC transporter solute-binding component
	6026_EF_2221.faa			ABC transporter substrate-binding protein	ABC transporter, substrate-binding protein
	103815_LRC_17210.faa			ABC transporter substrate-binding protein	ABC transporter substrate-binding component
	113341_MPTP_1305.faa			ABC transporter substrate-binding protein	ABC transporter, substrate-binding protein
	113342_MPTP_1306.faa			ABC transporter substrate-binding protein	ABC transporter, substrate-binding protein
	166145_LACWKB8_0697.faa			ABC transporter-related protein	ABC transporter-related protein
	93764_lp_2857.faa			ABC transporter, ATP-binding protein, C-terminal domain	ABC transporter, ATP-binding protein,C-terminal domain
	93765_lp_2858.faa			ABC transporter, ATP-binding protein, N-terminal domain	ABC transporter, ATP-binding protein,N-terminal domain
	56831_LC705_02190.faa			ABC transporter, multidrug transporter ATPase and permease component	ABC transporter, multidrug transporter ATPase and permease component
	79140_HMPREF9243_0299.faa			ABC transporter, solute-binding protein	ABC transporter, solute-binding protein
	79945_HMPREF9243_1245.faa			ABC transporter, substrate-binding protein, family 3	ABC transporter, substrate-binding protein, family 3
	80280_HMPREF9243_1657.faa			ABC transporter, substrate-binding protein, family 5	ABC transporter, substrate-binding protein, family 5
	80355_HMPREF9243_1744.faa			ABC transporter, substrate-binding protein, family 5	ABC transporter, substrate-binding protein, family 5
	80599_HMPREF9243_2015.faa			ABC transporter, substrate-binding protein, family 5	ABC transporter, substrate-binding protein, family 5
	5105_EF_1234.faa			ABC transporter, substrate-binding protein, putative	ABC transporter, substrate-binding protein, putative
	55216_LC705_00575.faa			ABC transporter, transmembrane region	ABC transporter, transmembrane region
	80515_HMPREF9243_1923.faa			ABC-2 transporter family protein	ABC-2 type transporter
	28542_LVIS_2157.faa			ABC-type anion transport system, duplicated permease component	ABC-type anion transport system, duplicated permease component
	165717_LACWKB8_0226.faa			ABC-type antimicrobial peptide transport system, permease component	ABC-type antimicrobial peptide transport system, permease component
	113814_MPTP_1829.faa			ABC-type Fe3+ transport system, periplasmic component	ABC-type Fe3+ transport system, periplasmic component
	71916_LDBND_0869.faa			ABC-type multidrug transport system, ATPase and permease component	ABC-type multidrug transport system, ATPase and permease component
	77858_LAC30SC_05280.faa			ABC-type multidrug transport system, ATPase and permease component	ABC-type multidrug transport system, ATPase and permease component
	165516_LACWKB8_0019.faa			ABC-type multidrug transport system, ATPase and permease components	ABC-type multidrug transport system, ATPase and permease components
	165887_LACWKB8_0403.faa			ABC-type multidrug transport system, ATPase and permease components	ABC-type multidrug transport system, ATPase and permease components
	20025_OEOE_0761.faa			ABC-type multidrug transport system, permease component	ABC-type multidrug transport system, permease component
	21913_LBUL_1025.faa			ABC-type multidrug transport system, permease component	ABC-type multidrug transport system, permease component
	113573_MPTP_1554.faa			ABC-type multidrug/protein/lipid transport system, ATPase component	ABC-type multidrug/protein/lipid transport system, ATPase component
	71810_LDBND_0762.faa			ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component
	85192_LCBD_2645.faa			ABC-type oligopeptide transport system, ATPase component	ABC-type oligopeptide transport system, ATPase component
	71292_LDBND_0237.faa			ABC-type oligopeptide transport system, periplasmic component	ABC-type oligopeptide transport system, periplasmic component
	116609_LBUCD034_0081.faa			ABC-type oligopeptide transport system, periplasmic component	ABC-type oligopeptide transport system, periplasmic component
	116610_LBUCD034_0082.faa			ABC-type oligopeptide transport system, periplasmic component	ABC-type oligopeptide transport system, periplasmic component
	98338_Lbuc_2111.faa			ABC-type phosphate transport system periplasmic component-like protein	ABC-type phosphate transport system periplasmic component-like protein
	136458_LBFF_0859.faa			ABC-type polar amino acid transport system, ATPase component	ABC-type polar amino acid transport system, ATPase component
	66722_LBPG_04237.faa			ABC-type proline/glycine betaine transport system protein	ABC-type proline/glycine betaine transport system protein
	73178_LBHH_0106.faa			ABC-type sugar transport system, permease component	ABC-type sugar transport system, permease component
	151640_lhe_0011.faa			ABC-type transport protein, ATPase and permease component	ABC-type transport protein, ATPase and permease component
	151641_lhe_0012.faa			ABC-type transport protein, ATPase and permease component	ABC-type transport protein, ATPase and permease component
	72837_LDBND_1815.faa			ABC-type uncharacterized transport system, ATPase component	ABC-type uncharacterized transport system, ATPase component
	29802_STER_1286.faa			ABC-type uncharacterized transport system, permease component	ABC-type uncharacterized transport system, permease component
	176442_LOOC260_118420.faa			abortive infection protein AbiH	abortive infection protein AbiH
	103900_LRC_18200.faa			abortive phage infection	abortive phage infection
	95932_LJP_1446c.faa			abortive phage resistance protein	abortive phage resistance protein
	159573_LBH_0942.faa			abortive phage resistance protein	abortive phage resistance protein
	165294_LSJ_2162c.faa			AbpD bacteriocin export accessory protein	AbpD bacteriocin export accessory protein
